transactionID,step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,nameOrigJurisdiction,nameDestJurisdiction,isFraud
3133,43,CASH_OUT,244440.7,C173444801,538321,293880.3,C100568242,1834620.45,2079061.15,UK mainland,UK mainland,0
3134,43,TRANSFER,29196.54,C66302602,0,0,C1005747091,2229702.55,2258899.09,UK mainland,UK mainland,0
3135,43,TRANSFER,194066.92,C1672610832,0,0,C1005755165,3174005.46,3368072.38,UK mainland,UK mainland,0
3136,43,CASH_OUT,145149.73,C1961438394,0,0,C1005757097,219325.55,364475.27,UK mainland,UK mainland,0
3137,43,CASH_OUT,78601.49,C939435082,132870.61,54269.12,C1005779674,0,78601.49,UK mainland,UK mainland,0
3138,43,CASH_OUT,183950.57,C840223724,174514.84,0,C100590696,1714986.76,1898937.33,UK mainland,UK mainland,0
3139,43,CASH_OUT,112658.3,C1717298334,10586,0,C100592338,0,112658.3,UK mainland,UK mainland,0
3140,43,CASH_OUT,76183.58,C1921583225,101,0,C1006135766,0,76183.58,UK mainland,UK mainland,0
3141,43,CASH_OUT,106842.31,C924959141,20564,0,C1006196514,701586.68,808429,UK mainland,UK mainland,0
3142,43,TRANSFER,620545.89,C439456812,110,0,C1006282753,173662.31,794208.19,UK mainland,UK mainland,0
3143,43,CASH_IN,176016.49,C50129399,10474357.58,10650374.07,C1006419518,2426647.61,2250631.12,UK mainland,UK mainland,0
3144,43,CASH_IN,225675.48,C2114754567,22395,248070.48,C100642564,23208.43,0,UK mainland,UK mainland,0
3145,43,CASH_OUT,221838.47,C765578455,113840.53,0,C1006481939,1267006.55,1488845.01,UK mainland,UK mainland,0
3146,43,CASH_IN,130951.68,C1939347309,693867,824818.68,C1006573623,0,0,UK mainland,UK mainland,0
3147,43,CASH_OUT,43639.24,C981343016,0,0,C1006605786,2661550.56,2705189.8,UK mainland,UK mainland,0
3148,43,CASH_OUT,6150.55,C2092828094,0,0,C10066249,50874.55,57025.1,UK mainland,UK mainland,0
3149,43,CASH_OUT,35558.44,C483587525,0,0,C1006645580,115306.02,150864.46,UK mainland,UK mainland,0
3150,43,CASH_OUT,285286.57,C545591968,181865,0,C1006736015,152459.8,437746.38,UK mainland,UK mainland,0
3151,43,CASH_OUT,191975.42,C1801502387,7053,0,C1006838273,0,191975.42,UK mainland,UK mainland,0
3152,43,CASH_OUT,87407.08,C1897409102,0,0,C1006922154,277927.58,365334.67,UK mainland,UK mainland,0
3153,43,CASH_OUT,74689.78,C351664068,0,0,C100699421,427656.03,502345.81,UK mainland,UK mainland,0
3154,43,CASH_IN,101034.75,C314923573,0,101034.75,C100703046,11627,0,UK mainland,UK mainland,0
3155,43,CASH_IN,264731.09,C455928358,36991,301722.09,C100703046,0,0,UK mainland,UK mainland,0
3156,43,CASH_OUT,58452.66,C81267387,0,0,C1007127440,656373.17,714825.83,UK mainland,UK mainland,0
3157,43,CASH_OUT,427045.57,C1587260708,80353,0,C100729304,0,427045.57,UK mainland,UK mainland,0
3158,43,CASH_IN,225387.18,C1683047348,23192821.48,23418208.66,C100733148,876750.58,651363.4,UK mainland,UK mainland,0
3159,43,CASH_OUT,132977.91,C737257430,0,0,C100733148,743772.67,876750.58,UK mainland,UK mainland,0
3160,43,CASH_OUT,98456.43,C621134394,0,0,C1007348267,790854.43,889310.87,UK mainland,UK mainland,0
3161,43,CASH_OUT,138052.74,C880764712,304,0,C1007348267,889310.87,1027363.61,UK mainland,UK mainland,0
3162,43,CASH_OUT,160317.15,C717607170,0,0,C1007513987,2076176.39,2236493.53,UK mainland,UK mainland,0
3163,43,CASH_OUT,145126.55,C348540015,3553,0,C1007655980,0,145126.55,UK mainland,UK mainland,0
3164,43,TRANSFER,337705.99,C2075619033,0,0,C1007676744,1101967.45,1439673.44,UK mainland,UK mainland,0
3165,43,CASH_OUT,92834.8,C1787404651,154,0,C1007704214,318704.38,4045.22,UK mainland,UK mainland,0
3166,43,CASH_IN,117098.2,C390976896,6562254.01,6679352.21,C1007704214,121143.43,4045.22,UK mainland,UK mainland,0
3167,43,CASH_OUT,407274.34,C1766032657,99213,0,C1007718913,0,407274.34,UK mainland,UK mainland,0
3168,43,CASH_IN,202246.58,C656683798,189,202435.58,C1007718913,7598.6,0,UK mainland,UK mainland,0
3169,43,CASH_OUT,19803.26,C868210742,0,0,C1007844312,175805.44,195608.7,UK mainland,UK mainland,0
3170,43,CASH_OUT,57867.56,C1708906330,0,0,C1007965002,150536.06,208403.61,UK mainland,Fiji,0
3171,43,CASH_OUT,75860.49,C2090451434,9909,0,C1008012451,2333089.68,2408950.18,UK mainland,UK mainland,0
3172,43,CASH_IN,82636.68,C214478803,32987,115623.68,C1008012451,3811007.89,3728371.21,UK mainland,UK mainland,0
3173,43,CASH_OUT,185208.35,C541608281,0,0,C1008394355,2000670.62,2185878.97,UK mainland,UK mainland,0
3174,43,TRANSFER,520629.67,C1576212889,49675,0,C1008476766,1615549.92,2136179.6,UK mainland,UK mainland,0
3175,43,CASH_OUT,191296.28,C1658571516,38923.22,0,C1008476766,1424253.64,1615549.92,UK mainland,UK mainland,0
3176,43,CASH_IN,286691.79,C587366659,22050,308741.79,C100848196,0,0,UK mainland,UK mainland,0
3177,43,CASH_OUT,68227.24,C1872391066,0,0,C1008486098,2314407.7,2844702.62,UK mainland,Panama,0
3178,43,TRANSFER,462067.68,C2058392901,0,0,C1008486098,2382634.94,2844702.62,UK mainland,Panama,0
3179,43,CASH_OUT,101683.8,C197998626,0,0,C1008604312,256084.84,357768.64,UK mainland,Panama,0
3180,43,CASH_OUT,451731.26,C397742735,0,0,C100886246,1683011.64,2134742.91,UK mainland,UK mainland,0
3181,43,CASH_IN,10275.59,C74943478,6705114.69,6715390.28,C100886246,1693287.23,2134742.91,UK mainland,UK mainland,0
3182,43,TRANSFER,161907.82,C668702636,10967,0,C100889693,0,161907.82,UK mainland,UK mainland,0
3183,43,TRANSFER,494395.42,C469254728,0,0,C1008927906,2922344.59,3502711.35,UK mainland,UK mainland,0
3184,43,CASH_OUT,85971.34,C644013793,0,0,C1008927906,3416740.01,3502711.35,UK mainland,UK mainland,0
3185,43,CASH_IN,65989.93,C1567138296,3272873.17,3338863.09,C1008976301,1269374.94,1203385.02,UK mainland,UK mainland,0
3186,43,CASH_OUT,140619.49,C1575276714,64718.31,0,C100901367,1589691.89,1730311.38,UK mainland,UK mainland,0
3187,43,TRANSFER,188436.4,C1592909168,15889,0,C1009048934,1800101.99,1988538.39,UK mainland,USA,0
3188,43,CASH_IN,106724.04,C1623440320,19629,126353.04,C1009335557,139014.74,32290.7,UK mainland,USA,0
3189,43,CASH_IN,72646.97,C618932722,16955227.07,17027874.04,C1009352976,294798.8,222151.83,UK mainland,USA,0
3190,43,CASH_IN,251743.31,C156726354,21453,273196.31,C1009406898,807087.12,555343.81,UK mainland,USA,0
3191,43,CASH_OUT,209953.89,C2064284081,0,0,C1009547475,261263.63,471217.52,UK mainland,USA,0
3192,43,CASH_OUT,219432.02,C1854816521,0,0,C1009564356,1211798.34,1431230.36,UK mainland,USA,0
3193,43,CASH_OUT,157164.96,C1403996707,0,0,C1009631303,2557758.42,2714923.38,UK mainland,USA,0
3194,43,CASH_OUT,82743.54,C965800297,0,0,C1009631303,2475014.88,2714923.38,UK mainland,USA,0
3195,43,CASH_IN,82168.49,C1885301920,3118097.94,3200266.43,C1009818004,446609.89,364441.4,UK mainland,USA,0
3196,43,CASH_OUT,113896.88,C856469289,0,0,C1009893576,2019507.09,2133403.97,UK mainland,USA,0
3197,43,CASH_IN,45472.18,C315576467,2552540.28,2598012.46,C1010144706,2833321.2,2787849.02,UK mainland,USA,0
3198,43,CASH_IN,439319.29,C2125512400,2245759.69,2685078.98,C1010180646,2783309.45,2486202.59,UK mainland,USA,0
3199,43,CASH_OUT,435166.65,C743185292,435166.65,0,C1036804658,449215.85,884382.5,UK mainland,BVI,1
3200,43,TRANSFER,93459.89,C1518273469,93459.89,0,C1076725693,0,0,UK mainland,BVI,1
3201,43,TRANSFER,435166.65,C1897851214,435166.65,0,C1118636317,0,0,UK mainland,BVI,1
3202,43,TRANSFER,350789.59,C1709961291,350789.59,0,C1364728606,0,276871.71,UK mainland,BVI,1
3203,43,TRANSFER,29988,C158964639,29988,0,C1661087818,0,0,UK mainland,BVI,1
3204,43,CASH_OUT,29988,C756162144,29988,0,C1734856260,0,29988,UK mainland,BVI,1
3205,43,TRANSFER,362152.77,C1484448573,362152.77,0,C1911678087,0,0,UK mainland,Panama,1
3206,43,CASH_OUT,362152.77,C1825250063,362152.77,0,C321399553,282809.47,644962.23,UK mainland,Panama,1
3207,43,TRANSFER,21987,C725236553,21987,0,C417640852,0,0,UK mainland,Panama,1
3208,43,CASH_OUT,21987,C983847519,21987,0,C868283274,123690.93,145677.94,UK mainland,T&T,1
3209,44,TRANSFER,137597.06,C1789805067,51412,0,C1000124976,1226695.43,1364292.49,UK mainland,EU,0
3210,44,CASH_IN,395954.16,C1568114892,31629,427583.16,C1000185448,208313.55,0,UK mainland,EU,0
3211,44,TRANSFER,527166.3,C2092314529,21963,0,C1000219612,646558.46,1173724.76,UK mainland,EU,0
3212,44,CASH_IN,139734.33,C90483608,15790,155524.33,C1000374016,13574.32,0,UK mainland,EU,0
3213,44,CASH_OUT,38351.72,C426321844,11302,0,C100048421,0,38351.72,UK mainland,EU,0
3214,44,CASH_OUT,287230.13,C1956467846,136260.29,0,C1000610515,2785279.51,3072509.64,UK mainland,EU,0
3215,44,CASH_IN,169249.75,C430636533,8314348.37,8483598.11,C1000726834,312256.46,143006.71,UK mainland,EU,0
3216,44,CASH_OUT,164999.56,C193193164,19961,0,C1000817889,396781.7,561781.26,UK mainland,EU,0
3217,44,CASH_IN,70981.87,C748680957,6028300.47,6099282.34,C1000841133,1390419.17,1319437.3,UK mainland,EU,0
3218,44,CASH_IN,293054.58,C283716423,435290.62,728345.21,C1000909769,1602642.55,1309587.97,UK mainland,EU,0
3219,44,CASH_IN,153825.95,C731735525,695886.73,849712.68,C1000909769,1756468.5,1602642.55,UK mainland,EU,0
3220,44,CASH_OUT,135694.8,C225995353,0,0,C1001114349,199339.6,335034.4,UK mainland,EU,0
3221,44,CASH_OUT,133593.63,C2117538502,13107.73,0,C10011348,1885581.03,2019174.66,UK mainland,EU,0
3222,44,CASH_OUT,141318.27,C399655827,0,0,C10011348,2019174.66,2106536.51,UK mainland,EU,0
3223,44,CASH_IN,53956.41,C861272192,3786805.65,3840762.06,C10011348,2160492.92,2106536.51,UK mainland,EU,0
3224,44,CASH_IN,403105.34,C477105644,3450228.52,3853333.86,C1001170585,2142851.75,1739746.41,UK mainland,EU,0
3225,44,CASH_IN,125672.93,C2135390273,1720849.32,1846522.25,C1001353581,350431.83,224758.9,UK mainland,EU,0
3226,44,CASH_OUT,251350.47,C914275182,21270,0,C100137087,597399.72,848750.2,UK mainland,EU,0
3227,44,CASH_OUT,325065.21,C1613891553,0,0,C1001449890,3039039.45,3364104.66,UK mainland,EU,0
3228,44,CASH_IN,176465.02,C2014357737,6752882.76,6929347.78,C1001449890,3001926.17,3039039.45,UK mainland,EU,0
3229,44,CASH_OUT,213578.3,C34656429,114820,0,C1001449890,2825461.15,3039039.45,UK mainland,EU,0
3230,44,TRANSFER,213982.55,C778020057,0,0,C1001755781,5671204.82,5885187.37,UK mainland,EU,0
3231,44,DEBIT,3351.81,C1853411619,4714.7,1362.89,C1001972026,1196813.51,1200165.32,UK mainland,EU,0
3232,44,CASH_OUT,33619.7,C1877637690,8763,0,C1002002601,15661294.2,15694913.91,UK mainland,EU,0
3233,44,CASH_OUT,7426.26,C171448010,175,0,C1002057900,33910.68,41336.95,UK mainland,EU,0
3234,44,CASH_IN,116698.64,C1406278480,9090575.34,9207273.98,C1002088829,2608890.33,2492191.69,UK mainland,EU,0
3235,44,CASH_IN,23868.52,C596319281,145388,169256.52,C1002197823,190942.31,167073.79,UK mainland,EU,0
3236,44,CASH_IN,21955.4,C94470088,3713214.09,3735169.49,C1002290253,79326,57370.6,UK mainland,EU,0
3237,44,TRANSFER,977173.26,C1693424846,154,0,C1002407179,1167075.22,2144248.49,UK mainland,EU,0
3238,44,TRANSFER,9612.01,C995271840,49965,40352.99,C1002497793,287769.29,297381.3,UK mainland,EU,0
3239,44,CASH_IN,189200.77,C595926249,30581,219781.77,C1002506485,187111.88,0,UK mainland,EU,0
3240,44,CASH_OUT,101057.39,C1871426050,0,0,C1002545847,6049905.48,6150962.86,UK mainland,EU,0
3241,44,CASH_OUT,247242.73,C1533525103,100155,0,C1002598352,0,247242.73,UK mainland,EU,0
3242,44,CASH_OUT,8003.7,C1615699306,2592.51,0,C1002643946,527359.17,535362.87,UK mainland,EU,0
3243,44,CASH_OUT,124682.34,C2097252717,0,0,C1002643946,535362.87,660045.21,UK mainland,EU,0
3244,44,CASH_IN,377305.24,C899855719,637874.83,1015180.07,C1002690295,478597.62,101292.38,UK mainland,EU,0
3245,44,CASH_OUT,106563.05,C1857589573,0,0,C1002956059,1806536.12,1913099.17,UK mainland,EU,0
3246,44,CASH_OUT,115619.62,C1403458541,161924,46304.38,C1002973288,3060730.1,3176349.71,UK mainland,EU,0
3247,44,CASH_IN,28855.02,C685381939,107516,136371.02,C1003055823,241392.48,212537.46,UK mainland,EU,0
3248,44,CASH_OUT,14121.18,C576266066,0,0,C1003142967,1465612.57,1479733.75,UK mainland,EU,0
3249,44,CASH_OUT,45938.07,C758161401,0,0,C1003176717,105518,141181.01,UK mainland,UK mainland,0
3250,44,CASH_IN,125671.35,C1597309432,144956.77,270628.13,C1003404574,1409236.06,1283564.71,UK mainland,UK mainland,0
3251,44,CASH_IN,2010.69,C556905054,193,2203.69,C1003528765,1770938.93,1768928.24,UK mainland,BVI,0
3252,44,CASH_IN,112424.16,C710817798,17809,130233.16,C1003689726,0,0,UK mainland,UK mainland,0
3253,44,CASH_OUT,11776.11,C1436356362,0,0,C1003761391,1792182.28,2162700.47,UK mainland,UK mainland,0
3254,44,CASH_OUT,358742.08,C746106496,0,0,C1003761391,1803958.39,2162700.47,UK mainland,UK mainland,0
3255,44,CASH_IN,46079.82,C573023023,8992676.61,9038756.43,C1003762185,213773.6,167693.79,UK mainland,UK mainland,0
3256,44,CASH_OUT,91841.17,C1807330535,0,0,C1003872245,3626211.66,3718052.82,UK mainland,UK mainland,0
3257,44,CASH_OUT,39926.44,C1846671183,45400,5473.56,C1003902725,98444.88,138371.32,UK mainland,UK mainland,0
3258,44,CASH_OUT,128073.53,C2027447374,11375,0,C1004044328,7349661.98,6972996.2,UK mainland,UK mainland,0
3259,44,CASH_IN,504739.31,C595854956,653261.05,1158000.36,C1004044328,7477735.51,6972996.2,UK mainland,UK mainland,0
3260,44,CASH_IN,84606.8,C215063554,11894,96500.8,C1004255084,1239193.55,1154586.76,UK mainland,UK mainland,0
3261,44,CASH_IN,143829.78,C500400633,6711437.18,6855266.96,C1004495196,276341.94,132512.16,UK mainland,UK mainland,0
3262,44,TRANSFER,564803.03,C1712864399,58261,0,C1004526326,0,564803.03,UK mainland,UK mainland,0
3263,44,CASH_OUT,162491.07,C1582943391,185263.55,22772.47,C1004546553,948001.99,1110493.06,UK mainland,UK mainland,0
3264,44,CASH_OUT,337329.68,C654631280,0,0,C1004546553,610672.3,948001.99,UK mainland,UK mainland,0
3265,44,CASH_OUT,157719.14,C563313965,14803,0,C1004712041,83747.58,241466.72,UK mainland,UK mainland,0
3266,44,CASH_OUT,36606.96,C2079416506,0,0,C1004729466,2880070.25,2916677.21,UK mainland,UK mainland,0
3267,44,CASH_IN,283156.16,C2007612098,8444649.42,8727805.58,C1004780164,2751741.48,2468585.32,UK mainland,UK mainland,0
3268,44,CASH_OUT,73368.51,C1562615537,0,0,C1004923860,1237619.23,1310987.74,UK mainland,UK mainland,0
3269,44,CASH_OUT,259532.31,C687376512,690,0,C1004923860,978086.92,1237619.23,UK mainland,UK mainland,0
3270,44,DEBIT,594.65,C1710765951,10072,9477.35,C1004938428,182197.43,182792.08,UK mainland,UK mainland,0
3271,44,CASH_IN,175615.23,C713006488,11729,187344.23,C1005111591,0,0,UK mainland,UK mainland,0
3272,44,TRANSFER,75582.83,C284090234,24964,0,C1005146664,20387.43,95970.27,UK mainland,UK mainland,0
3273,44,CASH_OUT,60351.9,C1419742291,0,0,C1005190977,855754.36,916106.27,UK mainland,UK mainland,0
3274,44,CASH_IN,6673.42,C828398539,11015,17688.42,C1005474028,1334832,1328158.57,UK mainland,UK mainland,0
3275,44,CASH_OUT,229319.95,C719030910,12905,0,C1005478043,458853.7,688173.65,UK mainland,UK mainland,0
3276,44,TRANSFER,695748.15,C1432660777,65457,0,C1005506059,0,702611.5,UK mainland,UK mainland,0
3277,44,DEBIT,6863.35,C1907837555,358226,351362.65,C1005506059,695748.15,702611.5,UK mainland,UK mainland,0
3278,44,CASH_IN,221718.3,C924793439,49765,271483.3,C1005526168,368398,137119.18,UK mainland,UK mainland,0
3279,44,CASH_OUT,403707.03,C1921869315,0,0,C1005564885,630408.96,1034115.99,UK mainland,UK mainland,0
3280,44,CASH_OUT,26996.87,C1816111211,31177,4180.13,C1005779674,78601.49,105598.36,UK mainland,UK mainland,0
3281,44,CASH_IN,18893.29,C817328841,728570.54,747463.83,C100580432,401558.88,382665.59,UK mainland,UK mainland,0
3282,44,CASH_IN,39397.25,C28228951,483468.2,522865.45,C10058268,2872722.31,2833325.05,UK mainland,UK mainland,0
3283,44,CASH_OUT,236440.65,C205249002,59836,0,C1005876254,0,236440.65,UK mainland,UK mainland,0
3284,44,CASH_OUT,270835.46,C1448935655,21725,0,C1006040991,0,270835.46,UK mainland,UK mainland,0
3285,44,CASH_OUT,233558.65,C810235613,32512,0,C100607999,29401.4,262960.05,UK mainland,UK mainland,0
3286,44,TRANSFER,638389.64,C1443702180,706434,68044.36,C1006310562,293868.76,932258.41,UK mainland,UK mainland,0
3287,44,CASH_OUT,42018.75,C18288094,97269,55250.25,C1006369920,69120.52,111139.26,UK mainland,UK mainland,0
3288,44,TRANSFER,989679.98,C1445381210,0,0,C1006419518,2250631.12,3240311.1,UK mainland,UK mainland,0
3289,44,CASH_OUT,523091.25,C2093446966,0,0,C1006463840,1703848.09,2226939.34,UK mainland,UK mainland,0
3290,44,CASH_OUT,73053.84,C554117101,9076,0,C1006463840,1630794.25,2226939.34,UK mainland,UK mainland,0
3291,44,CASH_OUT,42125.17,C189986980,0,0,C1006486849,369167.56,411292.73,UK mainland,UK mainland,0
3292,44,CASH_OUT,135732.25,C365978938,100786,0,C1006699871,0,135732.25,UK mainland,UK mainland,0
3293,44,CASH_OUT,18031.65,C182840617,0,0,C1006732709,1795317.04,1813348.68,UK mainland,UK mainland,0
3294,44,CASH_OUT,248307.77,C280353814,414,0,C1006820327,62740,0,UK mainland,UK mainland,0
3295,44,CASH_OUT,334122.81,C632759864,0,0,C1006922154,365334.67,699457.48,UK mainland,UK mainland,0
3296,44,CASH_IN,275065.13,C287507715,41968,317033.13,C1006928289,0,0,UK mainland,UK mainland,0
3297,44,CASH_OUT,189854.19,C1797158870,296646.24,106792.04,C1006945070,336072.28,525926.47,UK mainland,UK mainland,0
3298,44,CASH_OUT,202951.59,C1560029190,0,0,C1006972813,625964.65,828916.24,UK mainland,UK mainland,0
3299,44,CASH_OUT,195627.11,C389167895,328,0,C1007010891,1926620.58,2122247.69,UK mainland,UK mainland,0
3300,44,CASH_OUT,168351.14,C489750303,0,0,C1007127440,714825.83,883176.98,UK mainland,UK mainland,0
3301,44,CASH_OUT,37810.26,C962197034,0,0,C1007251739,961984.52,999794.78,UK mainland,UK mainland,0
3302,44,CASH_OUT,180985.19,C962672302,0,0,C100729304,427045.57,608030.76,UK mainland,UK mainland,0
3303,44,TRANSFER,157994.59,C936895003,0,0,C1007359685,432762.04,590756.64,UK mainland,UK mainland,0
3304,44,CASH_IN,178928.52,C1921979503,602024.03,780952.55,C100760351,719132.58,540204.07,UK mainland,UK mainland,0
3305,44,CASH_IN,83963.46,C37763141,3915182.24,3999145.69,C1007661780,941541.6,857578.14,UK mainland,UK mainland,0
3306,44,CASH_IN,141934.59,C70037005,10736,152670.59,C1007704214,4045.22,0,UK mainland,UK mainland,0
3307,44,CASH_OUT,76519.23,C245689613,18,0,C1007717381,7069787.18,7146306.41,UK mainland,UK mainland,0
3308,44,CASH_IN,116749.63,C1807059949,443991.17,560740.81,C1007856398,376124.56,259374.92,UK mainland,UK mainland,0
3309,44,CASH_OUT,145399.74,C2100015020,0,0,C1007876221,5554588.29,5699988.04,UK mainland,Fiji,0
3310,44,CASH_IN,191459.87,C162431073,60304,251763.87,C1007919598,0,0,UK mainland,Fiji,0
3311,44,CASH_IN,179237.08,C320548918,1957351.09,2136588.18,C1008094690,214649.1,35412.02,UK mainland,UK mainland,0
3312,44,CASH_OUT,5424.87,C254470453,420280,414855.13,C100809860,0,5424.87,UK mainland,UK mainland,0
3313,44,CASH_IN,11716.17,C380411908,29716,41432.17,C1008205282,1456998.25,1445282.08,UK mainland,UK mainland,0
3314,44,CASH_IN,512474.46,C332514703,4009182.72,4521657.18,C1008227892,737785.21,225310.75,UK mainland,UK mainland,0
3315,44,CASH_OUT,152386.63,C50775389,0,0,C1008448625,619640.01,772026.64,UK mainland,UK mainland,0
3316,44,CASH_OUT,18648.6,C649237306,0,0,C1008448625,600991.42,772026.64,UK mainland,UK mainland,0
3317,44,CASH_OUT,177525.46,C365187173,65329,0,C1008463538,2363260.16,2540785.62,UK mainland,UK mainland,0
3318,44,CASH_IN,124834.72,C1589919330,4859,129693.72,C1008630576,47836.22,0,UK mainland,Panama,0
3319,44,CASH_OUT,280968.04,C164983982,31055,0,C1008685767,214395.45,495363.48,UK mainland,Panama,0
3320,44,CASH_OUT,21995.13,C214341125,0,0,C1008828727,48096.7,70091.83,UK mainland,UK mainland,0
3321,44,CASH_OUT,301218.94,C253290808,0,0,C1008866150,478524.26,779743.2,UK mainland,UK mainland,0
3322,44,CASH_OUT,50847.8,C535093372,144676.28,93828.49,C100889693,161907.82,212755.62,UK mainland,UK mainland,0
3323,44,CASH_OUT,148058.26,C1572227080,29970,0,C1008897457,0,148058.26,UK mainland,UK mainland,0
3324,44,TRANSFER,399093.17,C692954037,560,0,C100900622,0,399093.17,UK mainland,UK mainland,0
3325,44,CASH_IN,36331.38,C731280386,251263.62,287594.99,C100901367,1903834.07,1867502.69,UK mainland,USA,0
3326,44,CASH_OUT,318723.89,C1899914438,66905,0,C1009195400,2184045.01,2502768.9,UK mainland,USA,0
3327,44,CASH_OUT,22386.88,C2029839753,0,0,C1009376738,115121.93,137508.82,UK mainland,USA,0
3328,44,CASH_IN,261442.27,C1425111271,11019272.88,11280715.15,C1009424082,923522.37,662080.1,UK mainland,USA,0
3329,44,CASH_OUT,143280.14,C874148835,21206,0,C1009424082,780242.23,923522.37,UK mainland,USA,0
3330,44,CASH_OUT,105886.61,C551297202,10380,0,C1009480084,165039.62,270926.23,UK mainland,USA,0
3331,44,CASH_OUT,70250.87,C920757007,0,0,C1009547475,471217.52,541468.39,UK mainland,USA,0
3332,44,CASH_IN,225003.67,C1410972872,387,225390.67,C1009564356,1431230.36,1840936.09,UK mainland,USA,0
3333,44,CASH_OUT,218639,C1554726082,22259,0,C1009574362,101689.94,320328.94,UK mainland,USA,0
3334,44,CASH_IN,73643.6,C1939336807,6676911.55,6750555.15,C1009580678,89846.96,16203.36,UK mainland,USA,0
3335,44,CASH_OUT,303535.6,C442686655,69829,0,C100959631,0,303535.6,UK mainland,USA,0
3336,44,CASH_OUT,195862.33,C1503978272,0,0,C1009631303,2714923.38,2910785.71,UK mainland,USA,0
3337,44,CASH_OUT,99267.62,C1529271427,0,0,C1009758397,1771784.5,1871052.13,UK mainland,USA,0
3338,44,CASH_OUT,86000.73,C2054665588,0,0,C1009789034,573401.59,659402.32,UK mainland,USA,0
3339,44,CASH_OUT,110422.4,C482292562,0,0,C1009817439,144884.49,255306.89,UK mainland,USA,0
3340,44,CASH_IN,139380.15,C1425005106,11713090.09,11852470.24,C1009901500,141471.05,451370.2,UK mainland,USA,0
3341,44,CASH_IN,72014.5,C2016472590,168377,240391.5,C1009901500,523384.7,451370.2,UK mainland,USA,0
3342,44,CASH_OUT,159539.52,C324869284,15083,0,C1009901500,451370.2,610909.72,UK mainland,USA,0
3343,44,TRANSFER,521293.8,C409522365,576,0,C1009901500,2090.9,451370.2,UK mainland,USA,0
3344,44,CASH_OUT,148980.62,C622795423,0,0,C1009928796,173890.97,322871.6,UK mainland,USA,0
3345,44,CASH_OUT,10402.29,C757830788,24342,13939.71,C1009982753,790673.93,256374.14,UK mainland,USA,0
3346,44,CASH_IN,544702.08,C851893432,1319640.59,1864342.67,C1009982753,801076.22,256374.14,UK mainland,USA,0
3347,44,CASH_OUT,31247,C1859199562,0,0,C1010002968,524381.04,555628.03,UK mainland,USA,0
3348,44,TRANSFER,387952.42,C374179954,387952.42,0,C1213274351,0,0,UK mainland,BVI,1
3349,44,TRANSFER,534255.94,C967325382,534255.94,0,C1259079602,0,0,UK mainland,BVI,1
3350,44,TRANSFER,1649818.97,C369936121,1649818.97,0,C1347315975,0,0,UK mainland,BVI,1
3351,44,CASH_OUT,1649818.97,C2052172437,1649818.97,0,C1401780750,560704.68,2210523.64,UK mainland,BVI,1
3352,44,TRANSFER,44571.94,C1819568647,44571.94,0,C258309243,0,0,UK mainland,Panama,1
3353,44,CASH_OUT,387952.42,C321872585,387952.42,0,C401911630,2070655.98,2222177.16,UK mainland,Panama,1
3354,44,CASH_OUT,44571.94,C330892703,44571.94,0,C648682751,11984,0,UK mainland,T&T,1
3355,44,CASH_OUT,534255.94,C1829721095,534255.94,0,C991247178,24559,558814.94,UK mainland,Fiji,1
3356,45,CASH_OUT,121699.92,C373174276,146732,25032.08,C1000104864,412313.85,534013.77,UK mainland,EU,0
3357,45,CASH_IN,18148.43,C382038004,2446443.67,2464592.1,C1000124976,1100396.42,1082247.98,UK mainland,EU,0
3358,45,CASH_IN,66217.39,C655398462,10787522.01,10853739.4,C1000244012,471293.37,405075.98,UK mainland,EU,0
3359,45,CASH_OUT,785503.85,C875614398,0,0,C1000574711,1305514.46,2091018.3,UK mainland,EU,0
3360,45,CASH_IN,93498.49,C1681591754,15387116.16,15480614.65,C1001309617,2246357.69,2152859.19,UK mainland,EU,0
3361,45,CASH_OUT,119182.32,C1568148054,749,0,C1001449890,3364104.66,3333370.85,UK mainland,EU,0
3362,45,CASH_IN,331746.11,C2060065537,1190133.36,1521879.47,C1001449890,3665116.96,3333370.85,UK mainland,EU,0
3363,45,CASH_OUT,181829.98,C842858657,120,0,C1001449890,3483286.98,3333370.85,UK mainland,EU,0
3364,45,CASH_IN,114934.46,C1684357752,52234,167168.46,C1001582807,332327.81,217393.35,UK mainland,EU,0
3365,45,CASH_OUT,150101.71,C1682851754,0,0,C1002362253,1590303.72,1740405.43,UK mainland,EU,0
3366,45,CASH_OUT,79493.87,C1731565592,0,0,C1002768214,320819.63,400313.49,UK mainland,EU,0
3367,45,CASH_OUT,11510.33,C28713952,153809.44,142299.11,C1003026362,8413843.38,8425353.71,UK mainland,EU,0
3368,45,CASH_IN,37773.6,C395762725,8129874.83,8167648.43,C1003026362,8451616.98,8425353.71,UK mainland,EU,0
3369,45,CASH_OUT,312405.87,C32392440,0,0,C1003139365,626195.31,938601.18,UK mainland,EU,0
3370,45,CASH_OUT,240815.55,C1433323356,5045,0,C1003653187,0,240815.55,UK mainland,UK mainland,0
3371,45,CASH_IN,298356.98,C1527538230,4449391.59,4747748.56,C100382342,1426377.38,1128020.4,UK mainland,UK mainland,0
3372,45,CASH_OUT,62665.68,C2064296957,37122,0,C100427350,649566.01,712231.69,UK mainland,UK mainland,0
